message,food,recharge,support,reminders,travel,nearby,movies,casual,other
Hi Renuka. Hope you are well. I have to travel from delhi to Amsterdam. Dates 22-27 October. Flexible by  1 day.,F,F,F,F,T,F,F,F,F
Show train from Madurai to Erode,F,F,F,F,T,F,F,F,F
Nearest samsung service centre,F,F,T,F,F,F,F,F,F
may i know the address of amber restaurant,T,F,F,F,F,F,F,F,F
mc donalds,T,F,F,F,F,F,F,F,F
Can you place an order for me in a restaurant,T,F,F,F,F,F,F,F,F
Not now pls remind me on 10th September,F,F,F,T,F,F,F,F,F
Frequency of Reminders: 30 min,F,F,F,T,F,F,F,F,F
I want in new pattern these r look like formal jeanses.,F,F,F,F,F,F,F,F,T
Free recharge,F,T,F,F,F,F,F,F,F
SBI CDM nearby please!,F,F,F,F,F,T,F,F,F
1 glass,F,F,F,F,F,F,F,F,T
Hi can u please check whether there is ticket from Coimbatore to Chennai in tatkal,F,F,F,F,T,F,F,F,F
I need quality THREE zip bag,F,F,F,F,F,F,F,F,T
Hi. Can you activate DND on my number,F,F,F,T,F,F,F,F,F
M seat didnt confirm,F,F,F,F,T,F,F,F,F
Near by gangyal,F,F,F,F,F,T,F,F,F
Name some upcoming Hollywood movie,F,F,F,F,F,F,T,F,F
Can you please suggest good veg restaurant for group of 15-20 ppl.. Occasion is birthday celebration.. Area preferred Khar West or else Bandra West....,T,F,F,F,F,F,F,F,F
Tell me best deal on formal shoes for men,F,F,F,F,F,F,F,F,T
I'm interested in women's walking shoes,F,F,F,F,F,F,F,F,T
Headphones at the range of 800,F,F,F,F,F,F,F,F,T
Which hindi movies running in cinepolis,F,F,F,F,F,F,T,F,F
Please cancel above reservation,T,F,F,F,F,F,F,F,F
Reminder mi to buy detergine,F,F,F,T,F,F,F,F,F
Kindly schedule another call after five mins to this previous call thanks,F,F,F,T,F,F,F,F,F
Want to order a box of donuts,T,F,F,F,F,F,F,F,F
Train to Shimla. As a tourist.,F,F,F,F,T,F,F,F,F
Tell me about some good and cheap restaurant for couples in lolkata lake gardem area,T,F,F,F,F,F,F,F,F
Stop the reminder for water,F,F,F,T,F,F,F,F,F
Wanted bus routes from Mysore railway station to rajendra NAGAR in mysore,F,F,F,F,T,F,F,F,F
Petrol station,F,F,F,F,F,T,F,F,F
Can't I set an alarm for the reminder,F,F,F,T,F,F,F,F,F
Things to buy under 600rupees,F,F,F,F,F,F,F,F,T
Bro what time is the train arriving ??,F,F,F,F,T,F,F,F,F
I need pen drive 16 gb,F,F,F,F,F,F,F,F,T
Remind me after half an hour to call,F,F,F,T,F,F,F,F,F
That I will show the TT in the train,F,F,F,F,T,F,F,F,F
Remind me to remind Dhruv to call Amit jain accenture on Saturday at 11 am,F,F,F,T,F,F,F,F,F
Any place nearby for shopping,F,F,F,F,F,T,F,F,F
Cover for xiaomi note 3,F,F,F,F,F,F,F,F,T
Mobile Phone repair,F,F,F,F,F,F,F,F,T
Plz remove this reminder,F,F,F,T,F,F,F,F,F
Can u set a reminder for patent application every day till 27 September?,F,F,F,T,F,F,F,F,F
OR shoes bhjiye,F,F,F,F,F,F,F,F,T
Please cancel my alarm for 3.50 am,F,F,F,T,F,F,F,F,F
I want to buy new ac,F,F,F,F,F,F,F,F,T
Hi i have purchased micromax tv from Snapdeal!,F,F,F,F,F,F,F,F,T
Australia tour package,F,F,F,F,T,F,F,F,F
Search me a non veg hotel where we can get a private dining for birthday celebration.. I mean.. a hotel which includes a private room for 8-10 people..,F,F,F,F,T,F,F,F,F
Please help me in finding lenovo service center near ameerpet,F,F,T,F,F,F,F,F,F
Check tmrs train sdehuls fr mysore to Banglr,F,F,F,F,T,F,F,F,F
Hi i wanna buy infocus mobile phone,F,F,F,F,F,F,F,F,T
Hi.. Plz send me the cheapest fare to Bali on 5 th Nov n return on 8th nov from India,F,F,F,F,T,F,F,F,F
Red mi 3s prime,F,F,F,F,F,F,F,F,T
26 th I have to go Bangalore to Hyderabad then 28 I need return ticket form Hyderabad to Bangalore.,F,F,F,F,T,F,F,F,F
We need a taxi from Lucknow to Kanpur,F,F,F,F,T,F,F,F,F
Cod is available,F,F,F,F,F,F,F,F,T
delhi to chandigarh coming thursday morning shatabadi availability status,F,F,F,F,T,F,F,F,F
Do u give me the flight tckt details,F,F,F,F,T,F,F,F,F
Videocon mobile service center nearby me,F,F,F,F,F,T,F,F,F
Pls cancel this reminder,F,F,F,T,F,F,F,F,F
Pls also tell me their timings,F,F,F,F,F,F,T,F,F
Nearest Cash deposit machine,F,F,F,F,F,T,F,F,F
How much is flight fair frm bangalore to Thiruvananthapuram on 8th oct,F,F,F,F,T,F,F,F,F
Bluetooth headset phone,F,F,F,F,F,F,F,F,T
any offer on movies as haptik always have on weekend releases?,F,F,F,F,F,F,T,F,F
Can I book food from home??,T,F,F,F,F,F,F,F,F
What's the best way to travel to ratlam from chennai,F,F,F,F,T,F,F,F,F
I wanted to cancel a bus ticket,F,F,F,F,T,F,F,F,F
I need ICICI,F,F,F,F,F,T,F,F,F
Acer service center in Dombivali,F,F,T,F,F,F,F,F,F
Can u please show me normal hoodies in black colour,F,F,F,F,F,F,F,F,T
Can you please tell from which platform will Nagercoil Exp will leave from CST?,F,F,F,F,T,F,F,F,F
High ankle sneakers black please,F,F,F,F,F,F,F,F,T
Can you ckeck tickets for 11am show in PVR,F,F,F,F,F,F,T,F,F
best price on z2 plus,F,F,F,F,F,F,F,F,T
I need an aluminium back case for letv le2 suggest me best one,F,F,F,F,F,F,F,F,T
R there any packages for single traveller to angkor vat,F,F,F,F,T,F,F,F,F
Can I get details about iPhone 5,F,F,F,F,F,F,F,F,T
Superfast railkeliye senior citizen ko tatkal ticket me liye 2or3tirer ac concession available she kay,F,F,F,F,T,F,F,F,F
Hey is there any night unlimited pack in airtel?,F,T,F,F,F,F,F,F,F
Hey I want a reminder tomorrow morning 11:45am,F,F,F,T,F,F,F,F,F
Menu for Oudh 1590,T,F,F,F,F,F,F,F,F
dominos offer,T,F,F,F,F,F,F,F,F
Can u recharge via free charge,F,T,F,F,F,F,F,F,F
Need see current status of train tathkal,F,F,F,F,T,F,F,F,F
I need to know what r the trains that are available to travel from Delhi to tadepalligudem and their travel time,F,F,F,F,T,F,F,F,F
Delivery time u call me,F,F,F,T,F,F,F,F,F
"Hi, It's dinner time, get your assistant to order food for you right now! :)",T,F,F,F,F,F,F,F,F
Would you also check the cheapest flight tickets for the 7th October from Kolkata to Delhi? 1 person,F,F,F,F,T,F,F,F,F
I want to purchase a jio sim,F,F,F,F,F,F,F,F,T
I want to turn off remainder to drink water,F,F,F,T,F,F,F,F,F
chicken grilled,T,F,F,F,F,F,F,F,F
Are the above options from  Amazon with remote?,F,F,F,F,F,F,F,F,T
Hi can I pls know new movies running and released this week in English and hindi,F,F,F,F,F,F,T,F,F
Is at empress mall,F,F,F,F,F,F,T,F,F
Need new battery for my Micromax unite 2 (a106),F,F,T,F,F,F,F,F,F
Resorts near Bangalore,F,F,F,F,T,F,F,F,F
Near by good place for drinks and hookah from Kes college,T,F,F,F,F,F,F,F,F
Ladies gym,F,F,F,F,F,F,F,F,T
Any nearby spa centre,F,F,F,F,F,T,F,F,F
I want to order from Domino's Pizza.,T,F,F,F,F,F,F,F,F
The wake up alarm didnt rang??,F,F,F,T,F,F,F,F,F
Is food delivery available on my location?,T,F,F,F,F,F,F,F,F
Morning 7 o clcok,F,F,F,T,F,F,F,F,F
I m looking for authorized Television service vendor,F,F,T,F,F,F,F,F,F
Seat availability?,F,F,F,F,T,F,F,F,F
tresamme shampoo condition  with free hair stratner,F,F,F,F,F,F,F,F,T
Tourist place,F,F,F,F,T,F,F,F,F
Any ATM nearby,F,F,F,F,F,T,F,F,F
Hello could you pls tell me the train fare travelling from khanna to nanded ?,F,F,F,F,T,F,F,F,F
Cancel this reminders pls,F,F,F,T,F,F,F,F,F
Hi could you me suggest mobile phone at rs10000,F,F,F,F,F,F,F,F,T
Can ew check my train Status,F,F,F,F,T,F,F,F,F
I want to order from McDonald's,T,F,F,F,F,F,F,F,F
Hi ... I am looking for package for traveling to Leh ladhak,F,F,F,F,T,F,F,F,F
Hi find me white jockey camisoles online?,F,F,F,F,F,F,F,F,T
24 September. Pay bill . Time 5pm,F,F,F,T,F,F,F,F,F
Can you please tell me what is fare and waiting list for the train from Dadar to Anand for 4 people in Sleeper class,F,F,F,F,T,F,F,F,F
I  m looking out for laptops of top brands  in range of 30000rs,F,F,F,F,F,F,F,F,T
Find a coupon for idea mobile bill,F,T,F,F,F,F,F,F,F
Is thr any avail n sunday....fr same train n sleeper,F,F,F,F,T,F,F,F,F
Can you order from faasos for me,T,F,F,F,F,F,F,F,F
Umm I want a pair of Nike basketball shoes uncommon one,F,F,F,F,F,F,F,F,T
Jeo retail store?,F,F,F,F,F,F,F,F,T
It's tatkaal  tickets you just - 120,F,F,F,F,T,F,F,F,F
Cyber cafe or print out shops near sector 16 block A,F,F,F,F,F,T,F,F,F
I want one plus 3,F,F,F,F,F,F,F,F,T
I am traveling by train 12242. Fromamritsar to Chandigarh. Which station in Chandigarh wifi be close to go to Chandigarh airport by auto,F,F,F,F,T,F,F,F,F
Bus book karna hai,F,F,F,F,T,F,F,F,F
You will call me?,F,F,F,T,F,F,F,F,F
Get some info about skullcandy bluetooth earphones,F,F,F,F,F,F,F,F,T
Send me details regarding Dubai up and down air fare for 13th Oct 2016 from Chennai,F,F,F,F,T,F,F,F,F
I wanna do sat sun trip to kolhapur frm thane,F,F,F,F,T,F,F,F,F
Is der RAC OPTION,F,F,F,F,T,F,F,F,F
Have any offer on mobile recharge,F,T,F,F,F,F,F,F,F
Can u please resend the ticket,F,F,F,F,F,F,T,F,F
"Can u show me shows for tomorrow for pink at cubic mall, chembur",F,F,F,F,F,F,T,F,F
Karnataka bank near Banashankari bus stand,F,F,F,F,F,T,F,F,F
Thanks plz turn off this reminder,F,F,F,T,F,F,F,F,F
New delhi to goa,F,F,F,F,T,F,F,F,F
Change the time to 9:00,F,F,F,T,F,F,F,F,F
Can i know the best restaurant in hyderabad,T,F,F,F,F,F,F,F,F
Is that any offer on movie ticket,F,F,F,F,F,F,T,F,F
Remind me on 3rd November 2016 that Mom has to talk to Rohit Sonthalia for mediclaim at 8 am,F,F,F,T,F,F,F,F,F
Why are you giving reminders again in the morning.. Its for 9 30 PM,F,F,F,T,F,F,F,F,F
Remind me to do weight loss,F,F,F,T,F,F,F,F,F
Can you tell me burger rate of burger king,T,F,F,F,F,F,F,F,F
Can I get train schedule,F,F,F,F,T,F,F,F,F
Service center if Motorola in haryana,F,F,T,F,F,F,F,F,F
Availability of driver for going to lucknow,F,F,F,F,T,F,F,F,F
Hi wanted to order from burger king in vasant kunj ambience mall,T,F,F,F,F,F,F,F,F
Farzi Cafe please,T,F,F,F,F,F,F,F,F
Update  up coming movies,F,F,F,F,F,F,T,F,F
"Give me the contact number of htc service centre in Ravipuram, mg Road ernakulam",F,F,T,F,F,F,F,F,F
MS Dhoni the untold story movie is releasing in which theatre nearby?,F,F,F,F,F,F,T,F,F
Excellent delivery home delivery,T,F,F,F,F,F,F,F,F
Find me an exchange offer of my old phone with iphone,F,F,F,F,F,F,F,F,T
Which is the best restaurant in Mumbai sion,T,F,F,F,F,F,F,F,F
Videocon d2h recharge link please,F,T,F,F,F,F,F,F,F
Pls tell me about balia to arihar train at the time,F,F,F,F,T,F,F,F,F
Find htc service centre near me,F,F,T,F,F,F,F,F,F
Okk set it,F,F,F,T,F,F,F,F,F
Hi can u plz help me to find a dance class near by ramdev hotel belgaum or near shivbasav nagar belgaum,F,F,F,F,F,T,F,F,F
Akshay ji kya aap mera 9.30pm ka wake up alarm deactivate kar sakte hain ??,F,F,F,T,F,F,F,F,F
iPhone 6s present price for gb variants,F,F,F,F,F,F,F,F,T
I need sbi atm,F,F,F,F,F,T,F,F,F
I want buy shirts,F,F,F,F,F,F,F,F,T
Need Cosmic Flamingo Blue Color Bicycle with 21 Speed Gear & Disc Brake,F,F,F,F,F,F,F,F,T
"Holiday package manali ,maisuri ,kaushambi, 20000rs my market one persion",F,F,F,F,T,F,F,F,F
I want to book flight ticket,F,F,F,F,T,F,F,F,F
Find nearest petrol pump near me,F,F,F,F,F,T,F,F,F
remind me to call joe at 17:15 today,F,F,F,T,F,F,F,F,F
lloyod tv and intex tv @ 32 and 40 inches,F,F,F,F,F,F,F,F,T
The blue one is ok as its for girls. Shoe like this.,F,F,F,F,F,F,F,F,T
Find about an absolute barbecue,T,F,F,F,F,F,F,F,F
From mumbai to varanasi,F,F,F,F,T,F,F,F,F
2 ppl 1 room,F,F,F,F,T,F,F,F,F
Hi I wanna check out if sony z2 is capable with wireless charging by qi!? Pad.,F,F,F,F,F,F,F,F,T
Dear can u suggest me a address of havmor eatry or honest restaurant in Bhavnagar,T,F,F,F,F,F,F,F,F
I need dubai round trip cheaper tickets from delhi,F,F,F,F,T,F,F,F,F
Stop wake up alarm,F,F,F,T,F,F,F,F,F
"I have to book train ticket to bhopal,as i have ssb on 26 at morning there",F,F,F,F,T,F,F,F,F
ibwant a restaurant,T,F,F,F,F,F,F,F,F
Asus service centre  in bhagalpur,F,F,T,F,F,F,F,F,F
M looking for spa,F,F,F,F,F,T,F,F,F
Check ganesh cinemas for movies,F,F,F,F,F,F,T,F,F
Domestic. Its a train how could it be international.,F,F,F,F,T,F,F,F,F
Can u check for Ariel. And reliance.,F,T,F,F,F,F,F,F,F
Ya some more optioms but no samsung and asus mobiles,F,F,F,F,F,F,F,F,T
Tomorrow onward done wake me up,F,F,F,T,F,F,F,F,F
16634 veraval express,F,F,F,F,T,F,F,F,F
Can u book me two tkts sleeper tatkal ?,F,F,F,F,T,F,F,F,F
Cargo pent,F,F,F,F,F,F,F,F,T
I need a burger pizza from dominoz,T,F,F,F,F,F,F,F,F
I want to go to a good north Indian cuisine,T,F,F,F,F,F,F,F,F
Can u give pkg tour kanyakumaia & cochin from Mumbai with airfare from 7th Oct to 13th Oct for 2,F,F,F,F,T,F,F,F,F
Want to book flight tickets to goa in jan 2017,F,F,F,F,T,F,F,F,F
Redmi 3s prime back case,F,F,F,F,F,F,F,F,T
Tell me best and latest phone under 22k,F,F,F,F,F,F,F,F,T
Latest shoes in the market,F,F,F,F,F,F,F,F,T
I need Lyf flame back cover,F,F,F,F,F,F,F,F,T
Check fr bus from durgapur to Calcutta now,F,F,F,F,T,F,F,F,F
See for the show timing aft 9,F,F,F,F,F,F,T,F,F
Sent me  all bus station location in bangalore,F,F,F,F,T,F,F,F,F
"""How track an order frm """"StreetStyleStore""""?!""",T,F,F,F,F,F,F,F,F
Hi need help with multiple web check in in adjacent seat preference.,F,F,F,F,T,F,F,F,F
Please book my return flight from  Bangalore to Chandigarh.,F,F,F,F,T,F,F,F,F
I need my sofa set to get repaired,F,F,T,F,F,F,F,F,F
Kindly send me the reminders through message only,F,F,F,T,F,F,F,F,F
Yes trichy to karaikal,F,F,F,F,T,F,F,F,F
Wadala,F,F,F,F,F,F,T,F,F
Can u book me a OLA cab,F,F,F,F,T,F,F,F,F
Jeans n t shirts,F,F,F,F,F,F,F,F,T
Thanks but I unable to book my flight on armed concessions,F,F,F,F,T,F,F,F,F
Wake me up in hour or so,F,F,F,T,F,F,F,F,F
Chiness hut geeta colony menu,T,F,F,F,F,F,F,F,F
Is all are near railway station of pune,F,F,F,F,T,F,F,F,F
Yesterday I checked the seat availability with your team member. He said 39 seats available,F,F,F,F,T,F,F,F,F
Movies screening in movietime malad today,F,F,F,F,F,F,T,F,F
Apple store,F,F,F,F,F,F,F,F,T
Also remind me to complete the dare,F,F,F,T,F,F,F,F,F
Chennai to tirupati to night duration,F,F,F,F,T,F,F,F,F
Dodmane huduga tickets,F,F,F,F,F,F,T,F,F
Could you get me a package for the machan lonavla,F,F,F,F,T,F,F,F,F
Train name don't know.but want sleepers tickets,F,F,F,F,T,F,F,F,F
Sir i want to book the tickets for 8th morning,F,F,F,F,T,F,F,F,F
How to change date of journey in irctc,F,F,F,F,T,F,F,F,F
I need a petrol pump near me,F,F,F,F,F,T,F,F,F
Best plan for 4g,F,T,F,F,F,F,F,F,F
Nike slippers,F,F,F,F,F,F,F,F,T
Call me at 8699026909,F,F,F,T,F,F,F,F,F
Places to visit in khargar,F,F,F,F,T,F,F,F,F
What is the fare of 2s,F,F,F,F,T,F,F,F,F
Raipur to goa,F,F,F,F,T,F,F,F,F
I want to recharge 10 rs,F,T,F,F,F,F,F,F,F
Guwahati to Shillong,F,F,F,F,T,F,F,F,F
I want to book tickek on 20 october in aravali express,F,F,F,F,T,F,F,F,F
Wake me up by 9 30,F,F,F,T,F,F,F,F,F
need ac,F,F,T,F,F,F,F,F,F
Need a local cable operator,F,F,T,F,F,F,F,F,F
3 by 4 shorts show 32 s,F,F,F,F,F,F,F,F,T
Can you tell which is best in McDonald's and Dominos,T,F,F,F,F,F,F,F,F
Pls switch off daily 1.30 reminder,F,F,F,T,F,F,F,F,F
Is there any train on 2nd January From Guwahati to Ahmedabad?,F,F,F,F,T,F,F,F,F
Right now is there any flight available from VIJAYAWADA to Hyderabad,F,F,F,F,T,F,F,F,F
Any Ireland or Dublin packages available via haptik?,F,F,F,F,T,F,F,F,F
Keyboard and mouse,F,F,F,F,F,F,F,F,T
Please track my order on snapdeal,F,F,F,F,F,F,F,F,T
I want cheapest air ticket for from bangalore to goa on 13th this month and return ticket would be 16th or 17th,F,F,F,F,T,F,F,F,F
Meeting reminder,F,F,F,T,F,F,F,F,F
Are they cotton socks?,F,F,F,F,F,F,F,F,T
Hi there I am looking for bike mobile holder for 6.44 inches phone can you suggest?,F,F,F,F,F,F,F,F,T
pune to silchar flight tickets 22 january 2017,F,F,F,F,T,F,F,F,F
Pants,F,F,F,F,F,F,F,F,T
Tell ne the sony service centre in delhi,F,F,T,F,F,F,F,F,F
Send me the menue of sankalp restaurant vadodara,T,F,F,F,F,F,F,F,F
Send me some pics of iPhone 7,F,F,F,F,F,F,F,F,T
"Hey,How much it will cost me to travel Dubai including all expenditure and flight tickets.",F,F,F,F,T,F,F,F,F
please recharge....my number 20rupese only,F,T,F,F,F,F,F,F,F
Remind me today at 9.55 in the night to watch megha build tv show,F,F,F,T,F,F,F,F,F
Can I get a confirmed ticket on 3ac. One ticket senior citizen,F,F,F,F,T,F,F,F,F
Train ticket can be booked here??,F,F,F,F,T,F,F,F,F
Gnt,F,F,T,F,F,F,F,F,F
I need a micro ola,F,F,F,F,T,F,F,F,F
time of arrival of train no.. 14006 in CNB?,F,F,F,F,T,F,F,F,F
By call,F,F,F,T,F,F,F,F,F
Private apartment in Goa for 3 nights for 12 person on 1-5 Feb 2017with images and price,F,F,F,F,T,F,F,F,F
What is material of socks,F,F,F,F,F,F,F,F,T
Last order ki delivery nai mili,T,F,F,F,F,F,F,F,F
Reminder for talking with KPS on design of joint pit,F,F,F,T,F,F,F,F,F
I need a ear phones with deep bass and mic in a good brand,F,F,F,F,F,F,F,F,T
I need your help in booking one tatkal for 25th sep,F,F,F,F,T,F,F,F,F
I wanto check seat avibability in gwalior to dehi train at 25 september,F,F,F,F,T,F,F,F,F
Shall i know the rate of trip to manali,F,F,F,F,T,F,F,F,F
And 3 alarms in an interval of 5 minutes as well?,F,F,F,T,F,F,F,F,F
hair salon near me,F,F,F,F,F,T,F,F,F
Any offer on jabong,F,F,F,F,F,F,F,F,T
Dinner near rajouri,T,F,F,F,F,F,F,F,F
Do u ordered redmi 3s prime,F,F,F,F,F,F,F,F,T
Need pizza from dominos,T,F,F,F,F,F,F,F,F
Any offers on apparel brands,F,F,F,F,F,F,F,F,T
Bus no,F,F,F,F,T,F,F,F,F
Yaa I would like to buy that ferrari one,F,F,F,F,F,F,F,F,T
Remind me at 10.30 pm today to take keys from Ishaan Kataria,F,F,F,T,F,F,F,F,F
But  I have  tatkal  quota,F,F,F,F,T,F,F,F,F
Whats the rate of paneer dishes at jw marriot sb road,T,F,F,F,F,F,F,F,F
Film review of banjo,F,F,F,F,F,F,T,F,F
Nike or puma chappals,F,F,F,F,F,F,F,F,T
Seat no?,F,F,F,F,T,F,F,F,F
Can i see tatkal train ticket availability. On 26.9.2016,F,F,F,F,T,F,F,F,F
Nearest cinema hall,F,F,F,F,F,F,T,F,F
Can you do the recharge of rs 50 on same number,F,T,F,F,F,F,F,F,F
"Hi, I'm looking for sightseeing and activities for singapore",F,F,F,F,T,F,F,F,F
Any offers for tatadocomo talk time recharge,F,T,F,F,F,F,F,F,F
Pls confirm me will it drop to loni or not bcause I want to book the tickets of prassana purple but first give me available seats images..,F,F,F,F,T,F,F,F,F
Nearby pan cake places,F,F,F,F,F,T,F,F,F
Cab in surat,F,F,F,F,T,F,F,F,F
get me shoes,F,F,F,F,F,F,F,F,T
What are the internet plans in bsnl,F,T,F,F,F,F,F,F,F
"I want know the service centre of canon printer near at basaveshwar nagar,bangalore",F,F,T,F,F,F,F,F,F
Can you estimate me a travel package to Goa,F,F,F,F,T,F,F,F,F
Can you tell me a nice platform to buy iPhone 6s case online,F,F,F,F,F,F,F,F,T
Find me the cheapest flight any any date within 10 Days,F,F,F,F,T,F,F,F,F
Is that the maximum mAh available in lenovo?,F,F,F,F,F,F,F,F,T
Can you show some me some details,F,F,F,T,F,F,F,F,F
Tandoori paneer,T,F,F,F,F,F,F,F,F
Shut down the alarms please,F,F,F,T,F,F,F,F,F
Can u find me infocus service centre in BHUBANESWAR,F,F,F,F,F,T,F,F,F
Can u tell me the features of redmi note 3?,F,F,F,F,F,F,F,F,T
Activate DND on 7619829224,F,F,F,T,F,F,F,F,F
Arrow season 5 release date,F,F,F,F,F,F,T,F,F
Movies ticket for freaky ali tomorrow,F,F,F,F,F,F,T,F,F
Fried rice and chilli chiken,T,F,F,F,F,F,F,F,F
Is tickets available in konark express?,F,F,F,F,T,F,F,F,F
Shatabdi express,F,F,F,F,T,F,F,F,F
Can you suggest best honeymoon packages within india,F,F,F,F,T,F,F,F,F
Can you suggest me some good customised honeymoon package for new Zealand?,F,F,F,F,T,F,F,F,F
Send me mulund east hotels menu,T,F,F,F,F,F,F,F,F
Baoer pen,F,F,F,F,F,F,F,F,T
"Yes, need of web check & Aisle seat... Side one",F,F,F,F,T,F,F,F,F
"Hi, can you book a Taxi",F,F,F,F,T,F,F,F,F
Is lyf flame 7 available,F,F,F,F,F,F,F,F,T
I am having oneplus 3..so I want usb c cable and adapter for that phone,F,F,F,F,F,F,F,F,T
I want to cancel an order on ebay,F,F,F,F,F,F,F,F,T
OK when the Bus will depart from Bhubaneswar and from where?,F,F,F,F,T,F,F,F,F
Is there any train available LTT to khargapore,F,F,F,F,T,F,F,F,F
Can you find me a good pair of puma/adidas/Reebok/Nike flip-flops under 500,F,F,F,F,F,F,F,F,T
Call me...on my Number,F,F,F,T,F,F,F,F,F
Gary colour is available,F,F,F,F,F,F,F,F,T
Kya app muje domino's pizza burger ka price bta skte hain?,T,F,F,F,F,F,F,F,F
I have cancelled all my reminders but I am still getting Msgs and calls. Why is this so?,F,F,F,T,F,F,F,F,F
Do you have any attractive package to Mumbai?,F,F,F,F,T,F,F,F,F
"Hey, can you find me the nearest Bus Stop?",F,F,F,F,F,T,F,F,F
Earliest train in the morning from wardha to Amravati,F,F,F,F,T,F,F,F,F
