message,food,support,reminders,movies,nearby,travel,recharge,ipl,casual,other
in first class pls book,F,F,F,T,F,T,F,F,F,F
after rains,F,F,F,F,F,F,F,T,F,F
allahabad to nawabganj by road,F,F,F,F,T,T,F,F,F,F
2 mints,F,F,T,F,F,F,F,F,F,F
okay leave it next time will be see,F,F,F,F,F,F,F,F,T,F
Metal,F,F,F,F,F,F,F,F,F,T
aman??,F,F,F,F,F,F,F,F,T,F
"i want to know availability and fare in sleeper (sl) in train number 07439{product_id:07439_bza_kcg,api_name:trains_api}",F,F,F,F,F,T,F,F,F,F
"		i would like to cancel my wake up call for thu, 02 march at 05:00 pm { reminder_list: 675929, user_id: 1932691, task_name: wakeup, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
may you please tell me the name of players in pune supergiants,F,F,F,F,F,F,F,T,F,F
r you a computer ?,F,F,F,F,F,F,F,F,T,F
i need the details of five star chicken centre which is near ramaiya bus stop,F,F,F,F,T,F,F,F,F,F
i didn't get a call.,F,T,T,F,F,F,F,F,F,F
I had not get reminder,F,F,T,F,F,F,F,F,F,F
Freaky Ali shows in Nagpur,F,F,F,T,F,F,F,F,F,F
How much does jet airways charge per kg of extra baggage in international flights,F,F,F,F,F,T,F,F,F,F
can i have any offers on bill payment,F,F,F,F,F,F,T,F,F,F
"Hello, can you tell me what bus to take from kothrud to go to sant tukaram nagat,pimpri",F,F,F,F,F,T,F,F,F,F
hi what are the updates of _date_ s match,F,F,F,F,F,F,F,T,F,F
near my home,F,F,F,F,T,F,F,F,F,F
can i talk in hindi,F,F,F,F,F,F,F,F,T,F
yes i like to get updates,F,F,F,F,F,F,F,T,F,F
provide me the schedule,F,F,F,F,F,F,F,T,F,F
oly this is available ha,F,F,F,F,F,F,F,F,T,F
can you please hlp me wth scores pl,F,F,F,F,F,F,F,T,F,F
Hi can u remind me when  nikka zaildar film realease,F,F,F,T,F,F,F,F,F,F
Casio service center,F,T,F,F,F,F,F,F,F,F
Is incoming roaming free on reliance gsm?,F,F,F,F,F,F,T,F,F,F
tuticorin,F,F,F,F,F,T,F,F,F,F
We wanna go shimla from Chandigarh,F,F,F,F,F,T,F,F,F,F
i need discount in telangana,T,F,F,T,F,T,T,F,F,F
hn,F,F,F,F,F,F,F,F,T,F
dat means to all network right?,F,F,F,F,F,F,T,F,F,F
i am checking the app only,F,F,F,F,F,F,F,F,T,F
make it from 12:05 pm to 11:30 pm,F,F,T,F,F,F,F,F,F,F
dell service centre near my location,F,F,F,F,T,F,F,F,F,F
for these hotel,F,F,F,F,F,T,F,F,F,F
please change the reminder of 3:00pm,F,F,T,F,F,F,F,F,F,F
can uou check again with oman airways.... the arrival at bombay should be on 8th NOV not 9Th.... they have  mentioned 9Th Nov... i am confused,F,F,F,F,F,T,F,F,F,F
_date_ kisko man of the match mila,F,F,F,F,F,F,F,T,F,F
Oh. Do you have any travel packages from Bangalore to Nandi Hills?,F,F,F,F,F,T,F,F,F,F
england score,F,F,F,F,F,F,F,T,F,F
how was that?,F,F,F,F,F,F,F,F,T,F
75,F,F,F,F,F,T,F,F,F,F
i only can talk in bhojpuri,F,F,F,F,F,F,F,F,F,T
can i know your name?,F,F,F,F,F,F,F,F,T,F
hmm.mm i just want to see the plans of jio,F,F,F,F,F,F,T,F,F,F
hi any update about my query,F,F,F,F,F,F,F,F,T,F
kindly cancel my wakeup calls,F,F,T,F,F,F,F,F,F,F
nhi chahye,F,F,F,F,F,F,F,F,F,F
where are you right now? i mean from which city haptik is operated?,F,F,F,F,F,F,F,F,T,F
"hey, i want to book a flight ticket.",F,F,F,F,F,T,F,F,F,F
i want to change my exercise time,F,F,T,F,F,F,F,F,F,F
no for mobile bill payment,F,F,F,F,F,T,F,F,F,F
not ac air cooler,F,T,F,F,F,F,F,F,F,F
ok...thanks.,F,F,F,F,F,F,F,F,T,F
I need boneless and skinless chicken breast,T,F,F,F,F,F,F,F,F,F
Please tell me the restaurants which have unlimited dinner meals in ahmedabad,T,F,F,F,F,F,F,F,F,F
Snickers shoes,F,F,F,F,F,F,F,F,F,T
plz check and say how would be the tickets maximum,F,F,F,T,F,F,F,F,F,F
to leh from chandigarh or delhi after 7,F,F,F,F,F,T,F,F,F,F
genius,F,F,F,F,F,F,F,F,T,F
Train number 12940 has suitable hours of travelling,F,F,F,F,F,T,F,F,F,F
Distance b/w maharana partap isbt delhi and hajrat nijamuddin station,F,F,F,F,F,T,F,F,F,F
bkc bandra,F,F,F,F,T,T,F,F,F,F
train departure from howrah or sealdah?,F,F,F,F,F,T,F,F,F,F
thanks yar,F,F,F,F,F,F,F,F,T,F
delete my wake up alarm,F,F,T,F,F,F,F,F,F,F
are u a chatbot?,F,F,F,F,F,F,F,F,T,F
need to find java tutorials for beginners in mumbai,F,F,F,F,F,F,F,F,F,T
7 march birthday akshat,F,F,T,F,F,F,F,F,F,F
3 time reminder needed for medicine on daily basis,F,F,T,F,F,F,F,F,F,F
i need assistance with singapore visa,F,F,F,F,F,T,F,F,F,F
More options please. Early morning flight for Kolkata to Delhi and evening flight for return,F,F,F,F,F,T,F,F,F,F
thanks but not now,F,F,F,F,F,F,F,F,T,F
i am uninstall this app,F,F,F,F,F,F,F,F,T,F
Hey tomo early morning is der any train for Hubli to Bagalkot,F,F,F,F,F,T,F,F,F,F
give me a wake up call at 6.30 am tomorrow plz,F,F,T,F,F,F,F,F,F,F
"Any places delivering sugar free sweets, desserts",T,F,F,F,F,F,F,F,F,F
hi sneha randi. this is a system generated message to inform that you based on your last 10 customers review your rate has been decreased to 75 rs per night. as many people have reported that your stamina is drying now a day,F,F,F,F,F,F,F,F,T,F
aadhar card appointment,F,F,F,F,F,F,F,F,F,T
I want jeans of medium size,F,F,F,F,F,F,F,F,F,T
return,F,F,F,F,F,T,F,F,F,F
I want to go to Varanasi by train,F,F,F,F,F,T,F,F,F,F
but he is showing nagpur location,F,F,F,F,T,F,F,F,F,F
say the live score,F,F,F,F,F,F,F,T,F,F
plz search atm near my location,F,F,F,F,T,F,F,F,F,F
wr can i get ipl tickets,F,F,F,F,F,F,F,T,F,F
ho thats great,F,F,F,F,F,F,F,F,T,F
êtes-vous là,F,F,F,F,F,F,F,F,F,T
Please check the table at gustoso,T,F,F,F,F,F,F,F,F,F
Send me jabong deals,F,F,F,F,F,F,F,F,F,T
can you give continuous commentary,F,F,F,F,F,F,F,T,F,F
hey meenakshi reply asap,F,F,F,F,T,F,F,F,F,F
Hey I am looking to travel from bangalore to kochi on the 11th september,F,F,F,F,F,T,F,F,F,F
"Uber Cab for Central Station, Chennai tomorrow",F,F,F,F,F,T,F,F,F,F
"noone has come to pick it, yet",F,T,F,F,F,F,F,F,F,F
please tell nearest iob bank atm?,F,F,F,F,T,F,F,F,F,F
give me latest scorecard between every _numeral_ mnts,F,F,F,F,F,F,F,T,F,F
how is the movie hebbuli,F,F,F,T,F,F,F,F,F,F
yes... i never get alarms,F,F,T,F,F,F,F,F,F,F
Reliance jio sim,F,F,F,F,F,F,T,F,F,F
hi dear,F,F,F,F,F,F,F,F,T,F
my recharge was not done why,F,F,F,F,F,F,T,F,F,F
Can u tell me about train from delhi to agartala,F,F,F,F,F,T,F,F,F,F
virat kohli runs in ipl _numeral_ till _date_,F,F,F,F,F,F,F,T,F,F
hey yash,F,F,F,F,F,F,F,F,T,F
resturent,T,F,F,F,T,F,F,F,F,F
don't get up me early...,F,F,T,F,F,F,F,F,F,F
can you give me live score of rps vs kkr,F,F,F,F,F,F,F,T,F,F
who will india vs australia match,F,F,F,F,F,F,F,T,F,F
i want to go to raipur,F,F,F,F,F,T,F,F,F,F
checj out the seat availability on cinepolis,F,F,F,T,F,T,F,F,F,F
would u like to for dinner with me,F,F,F,F,F,F,F,F,F,T
thnkuh dear,F,F,F,F,F,F,F,F,T,F
who is sachin,F,F,F,F,F,F,F,F,T,F
gl scoreboard,F,F,F,F,F,F,F,T,F,F
mumbai indian kitana mach jiti hai,F,F,F,F,F,F,F,T,F,F
T-shirt  with collar  and full arm,F,F,F,F,F,F,F,F,F,T
can i get flight timings for bangalore to delhi,F,F,F,F,F,T,F,F,F,F
how reputed is this place?,F,F,F,F,F,F,F,F,T,F
7 march sg 3274 spice jet pnr m8nlpz,F,F,F,F,F,T,F,F,F,F
I'd like to go to Gangtok in last week of October,F,F,F,F,F,T,F,F,F,F
i want to do booking in chinnaswami stadium,F,F,F,F,F,F,F,T,F,F
is there any train from chennai to kollam today morning 2:30am,F,F,F,F,F,T,F,F,F,F
Book a cab,F,F,F,F,F,T,F,F,F,F
show me pnb atm,F,F,F,F,T,F,F,F,F,F
i want flour,F,F,F,F,F,F,F,F,F,T
yearly,F,T,F,F,T,F,F,F,F,F
which teams are out,F,F,F,F,F,F,F,T,F,F
no need monica,F,F,F,F,F,F,F,F,T,F
22982,F,F,F,F,F,T,F,F,F,F
because you are my boy friend,F,F,F,F,F,F,F,F,T,F
when will be india play semi finals,F,F,F,F,F,F,F,T,F,F
how much?,F,F,F,F,F,T,F,F,F,F
sion,F,F,F,T,F,T,F,F,F,F
oky,F,F,F,F,F,F,F,F,T,F
how do i add another mail id of mine?,F,F,F,F,F,F,F,F,F,F
wat you think who will win _date_,F,F,F,F,F,F,F,T,F,F
are u automated?,F,F,F,F,F,F,F,F,T,F
your team is also playing _date_,F,F,F,F,F,F,F,T,F,F
i want to go to pub today,T,F,F,F,F,F,F,F,F,F
cool i will,F,F,F,F,F,F,F,F,T,F
hw are you,F,F,F,F,F,F,F,F,T,F
card payment,F,F,F,F,F,F,F,F,T,F
ma'am,F,F,F,F,F,F,F,F,T,F
anjai is my issue solvwd,F,F,F,F,F,F,F,F,T,F
ride later,F,F,F,F,F,T,F,F,F,F
12/30/1899,F,F,F,F,F,T,F,F,F,T
well looks like i need little more time to understand all this,F,F,F,F,F,T,F,F,F,F
are you real human ?,F,F,F,F,F,F,F,F,T,F
Really do u believe sandisk is a good product?,F,F,F,F,F,F,F,F,F,T
no reminder s,F,F,T,F,F,F,F,F,F,F
remind me to check ocaset,F,F,T,F,F,F,F,F,F,F
my pleasur,F,F,F,F,F,F,F,F,T,F
Kerbstone do they have hookah parlour?,T,F,F,F,F,F,F,F,F,F
having girlfriend is not a bad thing ?,F,F,F,F,F,F,F,F,T,F
yes for both,F,F,F,F,F,F,F,F,T,F
mumbai indians matches,F,F,F,F,F,F,F,T,F,F
Distance from Vadodara to Patna??,F,F,F,F,F,T,F,F,F,F
let's see 👍,F,F,F,F,F,F,F,F,T,F
you told y day you will update _date_ score is it like that p,F,F,F,F,F,F,F,T,F,F
secendrabad,T,T,F,T,T,T,F,F,F,F
can you remind me 2 hours before?,F,F,T,F,F,F,F,F,F,F
can i pay from haptik wallet?,T,F,F,F,F,F,F,F,F,F
Afternoon flights,F,F,F,F,F,T,F,F,F,F
how many runs kohli scored,F,F,F,F,F,F,F,T,F,F
tell me about next match of india,F,F,F,F,F,F,F,T,F,F
Or anything in Indian dress straight fitting dresses,F,F,F,F,F,F,F,F,F,T
i want rental flat,F,F,F,F,F,F,F,F,F,T
"mumbai to delhi, fly on thursday return monday",F,F,F,F,F,T,F,F,F,F
Cancel the call,F,F,T,F,F,F,F,F,F,F
remind me to wish  every month on 22nd,F,F,T,F,F,F,F,F,F,F
no cab needed.  sorry,F,F,F,F,F,T,F,F,F,F
Want trn tkts from mum to roha two ways,F,F,F,F,F,T,F,F,F,F
what's the coach num,F,F,F,F,F,T,F,F,F,F
already booking done,F,F,F,F,F,T,F,F,F,F
kolkata match,F,F,F,F,F,F,F,T,F,F
no problem,F,F,F,F,F,F,F,F,T,F
any offer?,F,F,F,F,F,F,F,F,T,F
bro tell me about _date_ s match,F,F,F,F,F,F,F,T,F,F
can i know near buy hospital or lab test centre,F,F,F,F,T,F,F,F,F,F
can u place a order for chicken fried rice from any of the restaurants,T,F,F,F,F,F,F,F,F,F
icici,F,F,F,F,T,F,F,F,F,F
Is there any charge of home delivery if we order something from amazon,T,F,F,F,F,F,F,F,F,F
still not reached,T,F,F,F,F,F,F,F,F,F
u did not answer me !!,F,F,F,F,F,F,F,F,T,F
your app only use with india no or it can use by international no also for verification,F,F,F,F,F,F,F,F,F,T
"		i would like to cancel my wake up call for thu, 02 march at 10:45 pm { reminder_list: 684588, user_id: 1975455, task_name: wakeup, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
madurai area,F,F,F,F,T,F,F,F,F,F
any offer in movie booking,F,F,F,T,F,F,F,F,F,F
can you book railway tickets?,F,F,F,F,F,T,F,F,F,F
I need to go to Port Moresby(PNG- Papua new Guinea) from Bangalore on November 5 and return on 17th,F,F,F,F,F,T,F,F,F,F
okalipuram,T,F,F,F,F,T,F,F,F,F
ho thanks,F,F,F,F,F,F,F,F,T,F
stop reminders for drinking water,F,F,T,F,F,F,F,F,F,F
what s the prediction,F,F,F,F,F,F,F,T,F,F
can we start premier league of same,F,F,F,F,F,F,F,T,F,F
send me the updated points table after the gujarat lions vs mumbai indians match,F,F,F,F,F,F,F,T,F,F
tell me virat s run in _date_ match,F,F,F,F,F,F,F,T,F,F
point tabls,F,F,F,F,F,F,F,T,F,F
Hi can I pls know new movies running and released this week in English and hindi,F,F,F,T,F,F,F,F,F,F
any female trainer?,F,F,F,F,T,F,F,F,F,F
can you give information about ipl matches which are going to be held in hyderabad,F,F,F,F,F,F,F,T,F,F
"hi aman , how to get a good score in my subjects",F,F,F,F,F,F,F,F,F,T
complete list of all team with dates,F,F,F,F,F,F,F,T,F,F
i was not gat any wakup alarm,F,F,T,F,F,F,F,F,F,F
hello bharath,F,F,F,F,F,F,F,F,T,F
tatkal booking details,F,F,F,F,F,T,F,F,F,F
can you suggest me.. how many time to comes of pizza in my home,T,F,F,F,F,F,F,F,F,F
give me score updates for every over,F,F,F,F,F,F,F,T,F,F
yeah it's a place,F,F,F,F,T,T,F,F,F,F
last gay match status of ipl please,F,F,F,F,F,F,F,T,F,F
last stoppage of telangana expresz,F,F,F,F,F,T,F,F,F,F
hey can you please tell me if there are any matches in nagpur,F,F,F,F,F,F,F,T,F,F
i need health kart coupon code,F,F,F,F,T,F,F,F,F,T
someone online,F,F,F,F,F,F,F,F,T,F
in rcb,F,F,F,F,F,F,F,T,F,F
Want to book hotel in pune,F,F,F,F,F,T,F,F,F,F
you did not check why i was charged extra,F,F,F,F,F,T,F,F,F,F
same here,F,F,F,F,F,F,F,F,T,F
Library near me,F,F,F,F,T,F,F,F,F,F
16614 train,F,F,F,F,F,T,F,F,F,F
good afternoon vanisha,F,F,F,F,F,F,F,F,T,F
What is finger food?,T,F,F,F,F,F,F,F,F,F
242-841-8800,F,F,F,F,F,T,F,F,F,F
Kewal 1 hi railway station h kya goa me,F,F,F,F,F,T,F,F,F,F
today 4:30 am,F,F,T,F,F,T,F,F,F,F
can you please tell me clearly,F,F,F,F,F,F,F,F,T,F
somwar peth pune,F,F,F,F,F,T,F,F,F,F
I want micromax canvas juice. 4,F,F,F,F,F,F,F,F,F,T
We have booked two types of tickets one is from khanna to nanded and 2 nd is return ticket. Could you pls provide the status for both???,F,F,F,F,F,T,F,F,F,F
"Hey, can you remind me about something?{task}",F,F,T,F,F,F,F,F,F,F
"can you plz give me the contact details of white mount hotel in periamet, in chennai",F,F,F,F,F,T,F,F,F,F
"hi, i want to book a room in the o hotel koregaon park,pune{task}",F,F,F,F,F,T,F,F,F,F
i want to mobile pay is der any offer available,F,F,F,F,F,F,T,F,F,F
no thanks 😊,F,F,F,F,F,F,F,F,T,F
then why i was not informed about it in advance?,F,F,F,F,F,T,T,F,F,F
I want to buy a photron tripod for dslr,F,F,F,F,F,F,F,F,F,T
no thank you but please keep me updated with the score when the match starts,F,F,F,F,F,F,F,T,F,F
ok thks,F,F,F,F,F,F,F,F,T,F
please send the menu of andhra bhawan,T,F,F,F,F,F,F,F,F,F
axis bank atm only,F,F,F,F,T,F,F,F,F,F
15 min wake me up,F,F,T,F,F,F,F,F,F,F
can i have a parcel service,F,T,F,F,F,F,F,F,F,F
any offer in kerala??,F,F,F,F,F,T,F,F,F,F
That's OK but I need to buy some more things.,F,F,F,F,F,F,F,F,F,T
Any update on RAM for apple 7?,F,F,F,F,F,F,F,F,F,T
no the phone is postpaid,F,F,F,F,F,F,T,F,F,F
Set another meeting reminder,F,F,T,F,F,F,F,F,F,F
not hotel sorry,T,F,F,F,F,F,F,F,F,F
wen next match of rcb,F,F,F,F,F,F,F,T,F,F
also at 5:45 am mon to fri,F,F,T,F,F,F,F,F,F,F
any dth recharge coupons or offers from your end?,F,F,F,F,F,F,T,F,F,F
okzz,F,F,F,F,F,F,F,F,T,F
what to book flights,F,F,F,F,F,T,F,F,F,F
Good battery mobiles,F,F,F,F,F,F,F,F,F,T
what s d status,F,F,F,F,F,T,F,F,F,F
Chocolates,F,F,F,F,F,F,F,F,F,T
there is no home service catalogue in this app?,F,T,F,F,F,F,F,F,F,F
what offers are available for booking train ticket?,F,F,F,F,F,T,F,F,F,F
"We have Hotel, we r looking for Labour Supplier for our hotel",F,F,F,F,F,T,F,F,F,F
why so,F,F,F,F,F,F,F,F,T,F
logan movie,F,F,F,T,F,F,F,F,F,F
find cheapest amount for puma contest lite dp sneaker of black red color in 8 no. size,F,F,F,F,F,F,F,F,F,T
sorry by mistake have selected,F,F,F,F,F,F,F,F,T,F
can you stop,F,F,T,F,F,F,F,F,F,F
i want bank of india atm,F,F,F,F,T,F,F,F,F,F
but you will not be assisting me always .,F,F,F,F,F,F,F,F,T,F
score n over please,F,F,F,F,F,F,F,T,F,F
what s for _date_ match,F,F,F,F,F,F,F,T,F,F
thank you raunak,F,F,F,F,F,F,F,F,T,F
i want to buy a smartphone,F,F,F,F,F,F,F,F,F,T
hey ill be travelling  to aurangabad,F,F,F,F,F,T,F,F,F,F
Foodie foodie of vikas nagar menu,T,F,F,F,F,F,F,F,F,F
"		i would like to cancel my drink water reminder reminder for everyday at every 1 hour from 10:00 am to 8:00 pm. { reminder_list: 723446, user_id: 1985976, task_name: drink_water, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
thanx a lot,F,F,F,F,F,F,F,F,T,F
no you tall me time of last show,F,F,F,T,F,F,F,F,F,F
"		i would like to cancel my wake up call for fri, 03 march at 05:10 am { reminder_list: 688658, user_id: 1689565, task_name: wakeup, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
can you please suggest something only restaurant type property no hotel,F,F,F,F,T,F,F,F,F,F
i want to see logan movie,F,F,F,T,F,F,F,F,F,F
ii already woke up..dont give a call at 8,F,F,T,F,F,F,F,F,F,F
institute for airline security?,F,F,F,F,T,F,F,F,F,F
Send me the menu card of sauteed stories,T,F,F,F,F,F,F,F,F,F
around cp,T,F,F,F,F,F,F,F,F,F
"it's dhakuria , kolkata",F,F,F,F,T,F,F,F,F,F
any new tamil movies?,F,F,F,T,F,F,F,F,F,F
good morning thanu,F,F,F,F,F,F,F,F,T,F
_date_ rcb s match is there,F,F,F,F,F,F,F,T,F,F
archana :),F,F,F,F,F,F,F,F,T,F
what the price of garlic cheese bread,T,F,F,F,F,F,F,F,F,F
Y Call?,F,F,T,F,F,F,F,F,F,F
hi shilpa thanks for reminding me about water every day.,F,F,T,F,F,F,F,F,F,F
if we book now nd it's not confirmed at least 2days before travelling could we cancel it and what will be the charges,F,F,F,F,F,T,F,F,F,F
to wake up,F,F,T,F,F,F,F,F,F,F
reminder for credit card payment 7 march every month,F,F,T,F,F,F,F,F,F,F
"i would like to cancel my medicine reminder for everyday at 02:30 pm { reminder_list: 557919, user_id: 1423883, task_name: medicine, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
i have already used ola. but never booked using haptik.,F,F,F,F,F,T,F,F,F,F
i want to know about show room of tempo traveller,F,T,F,F,F,F,F,F,F,F
pets controal,F,T,F,F,F,F,F,F,F,F
book ola,F,F,F,F,F,T,F,F,F,F
msedcl ka bill pay ho sakata hai,F,F,F,F,F,F,F,F,F,F
but in train,F,F,F,F,F,T,F,F,F,F
ola doesn't have cancellation charges,F,F,F,F,F,T,F,F,F,F
cancel my trip plz,F,F,F,F,F,T,F,F,F,F
no 13th of april ka,F,F,T,F,F,F,F,F,F,F
tiruppatur to tirupur train stats today,F,F,F,F,F,T,F,F,F,F
are you interested in cricket,F,F,F,F,F,F,F,T,F,F
want a help,F,F,F,F,F,F,F,F,T,F
curret score,F,F,F,F,F,F,F,T,F,F
with full scorecards of both the teams,F,F,F,F,F,F,F,T,F,F
i need to have some food what shuld i do,T,F,F,F,F,F,F,F,F,F
pls remind me at 4:30 pm on today,F,F,T,F,F,F,F,F,F,F
wake me up at 3:30 pm,F,F,T,F,F,F,F,F,F,F
😂,F,F,F,F,F,F,F,F,T,F
why it shows 6 15,F,F,F,T,F,F,F,F,F,F
highest score maker of kkr _date_,F,F,F,F,F,F,F,T,F,F
You don't need to call me..just text,F,F,T,F,F,F,F,F,F,F
could nt given offers,F,F,F,F,F,T,F,F,F,F
Not able to recharge,F,F,F,F,F,F,T,F,F,F
"sorry, ur quote is costlier..",F,T,F,F,F,F,F,F,F,F
"kisiko adhr crd ,pan crd ,passport ,driving licence bnana ho to mere se contact kro",F,F,F,F,F,F,F,F,F,F
thanks.,F,F,F,F,F,F,F,F,T,F
I wanna buy a smart watch,F,F,F,F,F,F,F,F,F,T
which team is on rank _numeral_,F,F,F,F,F,F,F,T,F,F
please send the playing _numeral_ of rps against dd,F,F,F,F,F,F,F,T,F,F
Go to nagpur,F,F,F,F,F,T,F,F,F,F
"hi, can you help me make a restaurant reservation?{task}",T,F,F,F,F,F,F,F,F,F
stop all my tasks,F,F,T,F,F,F,F,F,F,F
sorry i was busy,F,F,F,F,F,F,F,F,T,F
Hey... it's there any deals running on postpaid bill payments,F,F,F,F,F,F,T,F,F,F
How much kilometers sangameshwer to Goa,F,F,F,F,F,T,F,F,F,F
at what time india vs pakistan mtch will start,F,F,F,F,F,F,F,T,F,F
do u set me a reminder,F,F,T,F,F,F,F,F,F,F
hi niyati,F,F,F,F,F,F,F,F,T,F
my moto g4 plus camera glass is scratched so badly and authorized dealers are taking time more than usual to get it done so can i have any info so that i can get it repaired by private dealers or service persons,F,T,F,F,T,F,F,F,F,F
ye tongya,F,F,F,F,F,F,F,F,T,F
service is not done,F,T,F,F,F,F,F,F,F,F
i want to order from fasoos,T,F,F,F,F,F,F,F,F,F
"The nearest service center is ACCEL FRONTLINE LTD, Address: 5TH FLOOR KHEMKA HOUSE NR DRIVE IN CINEMA DRIVE IN. AHMEDABAD-380052",F,T,F,F,F,F,F,F,F,F
please confirm me the route of train no 17603 kachiguda yashwantpur express,F,F,F,F,F,T,F,F,F,F
who won the match of rc and kkr,F,F,F,F,F,F,F,T,F,F
"thank you, i'm on it",F,F,F,F,F,F,F,F,T,F
kindly give details of buses from travancore gate kochi to airport,F,F,F,F,F,T,F,F,F,F
one hour once,F,F,T,F,F,F,F,F,F,F
no thanks now,F,F,F,F,F,F,F,F,T,F
can you change it to 11pm,F,F,T,F,F,F,F,F,F,F
"thank u ,shilpa",F,F,F,F,F,F,F,F,T,F
rcb won bro,F,F,F,F,F,F,F,T,F,F
ya just check how much is the minimum amount needed to open a savings account in standard chartered,F,F,F,F,T,F,F,F,F,F
send me mumbai indians vs pune schedule,F,F,F,F,F,F,F,T,F,F
what is travel time of yuva express delhi to mumbai,F,F,F,F,F,T,F,F,F,F
"		i would like to cancel my drink water reminder reminder for everyday at every 2 hours from 10:00 am to 8:00 pm. { reminder_list: 694651, user_id: 1980189, task_name: drink_water, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
"		hi, i want to book ubergo {product_id:db6779d6-d8da-479f-8ac7-8068f4dade6f, api_name:uber, product_name:ubergo, seat_count:none}",F,F,F,F,F,T,F,F,F,F
how much km from here to bangalore,F,F,F,F,F,T,F,F,F,F
hey vipul,F,F,F,F,F,F,F,F,T,F
Can u book passenger train tickets,F,F,F,F,F,T,F,F,F,F
"		i would like to cancel my wake up call for tue, 07 march at 07:06 am { reminder_list: 612157, user_id: 1811568, task_name: wakeup, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
"thanku, gn",F,F,F,F,F,F,F,F,T,F
Campus Cloth In Kotkapura,F,F,F,F,F,F,F,F,F,T
i want to know pachmadi buses timing for nagpur,F,F,F,F,F,T,F,F,F,F
No CNG gas  station,F,F,F,F,T,F,F,F,F,F
will let u know,F,F,F,F,F,F,F,F,T,F
is it possible to update me every _numeral_ minutes after the match starts,F,F,F,F,F,F,F,T,F,F
i'm in train,F,F,F,F,F,T,F,F,F,F
electrican required for fan repair,F,T,F,F,F,F,F,F,F,F
can you find me a property lawyer in byculla mumbai who is open on saturday?,F,F,F,F,T,F,F,F,F,F
i need to book cab from chennai railway station to fortis malar hospital chennai,F,F,F,F,F,T,F,F,F,F
pranay any offers on bookings..?,F,F,F,F,F,T,F,F,F,F
Nearest pnb ATM,F,F,F,F,T,F,F,F,F,F
want to talk with anjli,F,F,F,F,F,F,F,F,T,F
rhats all thanks ankita,F,F,F,F,F,F,F,F,T,F
no that's not the address,T,F,F,F,F,F,F,F,F,F
Redmi note 3s,F,F,F,F,F,F,F,F,F,T
